"Statistic Label","Year","Settlements","UNIT","VALUE"
"Number of New Dwelling Completions","2021","Ballyforan, Co Roscommon","Number","0"
"Number of New Dwelling Completions","2021","Ballinameen, Co Roscommon","Number","0"
"Number of New Dwelling Completions","2021","Tulsk, Co Roscommon","Number","0"
"Number of New Dwelling Completions","2021","Ballintober, Co Roscommon","Number","1"
"Number of New Dwelling Completions","2021","Termonbarry, Co Roscommon","Number","0"
"Number of New Dwelling Completions","2021","Athleague, Co Roscommon","Number","1"
"Number of New Dwelling Completions","2021","Knockcroghery, Co Roscommon","Number","0"
"Number of New Dwelling Completions","2021","Cootehall, Co Roscommon","Number","0"
"Number of New Dwelling Completions","2021","Gurteen, Co Sligo","Number","0"
"Number of New Dwelling Completions","2021","Easky, Co Sligo","Number","0"
"Number of New Dwelling Completions","2021","Inniscrone, Co Sligo","Number","0"
"Number of New Dwelling Completions","2021","Sligo, Co Sligo","Number","43"
"Number of New Dwelling Completions","2021","Ballincar, Co Sligo","Number","1"
"Number of New Dwelling Completions","2021","Ballisodare, Co Sligo","Number","1"
"Number of New Dwelling Completions","2021","Ballymote, Co Sligo","Number","1"
"Number of New Dwelling Completions","2021","Cliffoney, Co Sligo","Number","0"
"Number of New Dwelling Completions","2021","Collooney, Co Sligo","Number","6"
"Number of New Dwelling Completions","2021","Mullaghmore, Co Sligo","Number","1"
"Number of New Dwelling Completions","2021","Riverstown, Co Sligo","Number","0"
"Number of New Dwelling Completions","2021","Rosses Point, Co Sligo","Number","0"
"Number of New Dwelling Completions","2021","Strandhill, Co Sligo","Number","1"
"Number of New Dwelling Completions","2021","Tubbercurry, Co Sligo","Number","11"
"Number of New Dwelling Completions","2021","Grange, Co Sligo","Number","0"
"Number of New Dwelling Completions","2021","Coolaney, Co Sligo","Number","9"
"Number of New Dwelling Completions","2021","Ballintogher, Co Sligo","Number","0"
"Number of New Dwelling Completions","2021","Ballygawley, Co Sligo","Number","2"
"Number of New Dwelling Completions","2021","Carney, Co Sligo","Number","0"
"Number of New Dwelling Completions","2021","Dromore West, Co Sligo","Number","10"
"Number of New Dwelling Completions","2021","Ballinacarrow, Co Sligo","Number","0"
"Number of New Dwelling Completions","2021","Bailieborough, Co Cavan","Number","3"
"Number of New Dwelling Completions","2021","Kingscourt, Co Cavan","Number","7"
"Number of New Dwelling Completions","2021","Mullagh, Co Cavan","Number","22"
"Number of New Dwelling Completions","2021","Shercock, Co Cavan","Number","0"
"Number of New Dwelling Completions","2021","Ballyconnell, Co Cavan","Number","0"
"Number of New Dwelling Completions","2021","Swanlinbar, Co Cavan","Number","0"
"Number of New Dwelling Completions","2021","Ballyjamesduff, Co Cavan","Number","4"
"Number of New Dwelling Completions","2021","Virginia, Co Cavan","Number","7"
"Number of New Dwelling Completions","2021","Cavan, Co Cavan","Number","14"
"Number of New Dwelling Completions","2021","Arva, Co Cavan","Number","0"
"Number of New Dwelling Completions","2021","Ballinagh, Co Cavan","Number","4"
"Number of New Dwelling Completions","2021","Ballyhaise, Co Cavan","Number","0"
"Number of New Dwelling Completions","2021","Belturbet, Co Cavan","Number","9"
"Number of New Dwelling Completions","2021","Butlersbridge, Co Cavan","Number","0"
"Number of New Dwelling Completions","2021","Cootehill, Co Cavan","Number","2"
"Number of New Dwelling Completions","2021","Killeshandra, Co Cavan","Number","0"
"Number of New Dwelling Completions","2021","Kilnaleck, Co Cavan","Number","0"
"Number of New Dwelling Completions","2021","Blacklion, Co Cavan","Number","1"
"Number of New Dwelling Completions","2021","Lough Gowna, Co Cavan","Number","0"
"Number of New Dwelling Completions","2021","Bundoran, Co Donegal","Number","12"
"Number of New Dwelling Completions","2021","Ballintra, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Ballyshannon, Co Donegal","Number","1"
"Number of New Dwelling Completions","2021","Donegal, Co Donegal","Number","26"
"Number of New Dwelling Completions","2021","Dunkineely, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Laghy, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Mountcharles, Co Donegal","Number","8"
"Number of New Dwelling Completions","2021","Pettigo, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","An Bun Beag-Doirí Beaga, Co Donegal","Number","10"
"Number of New Dwelling Completions","2021","Creeslough, Co Donegal","Number","1"
"Number of New Dwelling Completions","2021","Dunfanaghy, Co Donegal","Number","5"
"Number of New Dwelling Completions","2021","An Fál Carrach, Co Donegal","Number","1"
"Number of New Dwelling Completions","2021","Mín Lárach, Co Donegal","Number","2"
"Number of New Dwelling Completions","2021","Anagaire, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Ardara, Co Donegal","Number","1"
"Number of New Dwelling Completions","2021","Ailt An Chorráin, Co Donegal","Number","1"
"Number of New Dwelling Completions","2021","An Charraig, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","An Clochán Liath, Co Donegal","Number","3"
"Number of New Dwelling Completions","2021","Gleann Cholm Cille, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Glenties, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Cill Charthaigh, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Killybegs, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Loch An Iúir, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Rann Na Feirste, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Buncrana, Co Donegal","Number","19"
"Number of New Dwelling Completions","2021","Ballyliffin, Co Donegal","Number","1"
"Number of New Dwelling Completions","2021","Burnfoot, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Carndonagh, Co Donegal","Number","1"
"Number of New Dwelling Completions","2021","Carrigans, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Clonmany, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Fahan, Co Donegal","Number","1"
"Number of New Dwelling Completions","2021","Greencastle, Co Donegal","Number","2"
"Number of New Dwelling Completions","2021","Moville, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Muff, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Newtowncunningham, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Tievebane, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Letterkenny, Co Donegal","Number","46"
"Number of New Dwelling Completions","2021","Manorcunningham, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Carrowkeel, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Cnoc Na Muirleog, Co Donegal","Number","1"
"Number of New Dwelling Completions","2021","Kilmacrennan, Co Donegal","Number","6"
"Number of New Dwelling Completions","2021","Milford, Co Donegal","Number","1"
"Number of New Dwelling Completions","2021","Ramelton, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Rathmullen, Co Donegal","Number","1"
"Number of New Dwelling Completions","2021","Ballybofey-Stranorlar, Co Donegal","Number","4"
"Number of New Dwelling Completions","2021","Castlefin, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Convoy, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Lifford, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Raphoe, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","St. Johnston, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Gort An Choirce, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Killygordan, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Bridge End, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Kildrum, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Bun Na Leaca, Co Donegal","Number","1"
"Number of New Dwelling Completions","2021","Culdaff, Co Donegal","Number","1"
"Number of New Dwelling Completions","2021","Malin, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Carraig Airt, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Gleneely, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Drumkeen, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Quigleys Point, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Ballindrait, Co Donegal","Number","0"
"Number of New Dwelling Completions","2021","Carrickmacross, Co Monaghan","Number","24"
"Number of New Dwelling Completions","2021","Inniskeen, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2021","Castleblayney, Co Monaghan","Number","15"
"Number of New Dwelling Completions","2021","Ballybay, Co Monaghan","Number","1"
"Number of New Dwelling Completions","2021","Clones, Co Monaghan","Number","20"
"Number of New Dwelling Completions","2021","Newbliss, Co Monaghan","Number","1"
"Number of New Dwelling Completions","2021","Rockcorry, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2021","Monaghan, Co Monaghan","Number","6"
"Number of New Dwelling Completions","2021","Bellanode, Co Monaghan","Number","1"
"Number of New Dwelling Completions","2021","Emyvale, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2021","Glasslough, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2021","Scotstown, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2021","Smithborough, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2021","Cabragh, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2021","Doohamlat, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2021","Clontibret, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2021","Oram, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2021","Scotshouse, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2021","Annayalla, Co Monaghan","Number","0"
"Number of New Dwelling Completions","2021","Dublin city and suburbs, Co Dublin","Number","4868"
"Number of New Dwelling Completions","2021","Cork city and suburbs, Co Cork","Number","709"
"Number of New Dwelling Completions","2021","Limerick city and suburbs, Counties Limerick & Clare","Number","369"
"Number of New Dwelling Completions","2021","Waterford city and suburbs, Counties Waterford & Kilkenny","Number","294"
"Number of New Dwelling Completions","2021","Galway city and suburbs, Co Galway","Number","307"
"Number of New Dwelling Completions","2021","Carlow, Counties Carlow & Laois","Number","253"
"Number of New Dwelling Completions","2021","Bray, Counties Wicklow & Dublin","Number","151"
"Number of New Dwelling Completions","2021","New Ross, Counties Wexford & Kilkenny","Number","15"
"Number of New Dwelling Completions","2021","Drogheda, Counties Louth & Meath","Number","146"
"Number of New Dwelling Completions","2021","Athlone, Counties Westmeath & Roscommon","Number","39"
"Number of New Dwelling Completions","2021","Ballinasloe, Counties Galway & Roscommon","Number","12"
"Number of New Dwelling Completions","2021","Clonmel, Counties Tipperary & Waterford","Number","6"
"Number of New Dwelling Completions","2021","Birr, Counties Offaly & Tipperary","Number","18"
"Number of New Dwelling Completions","2021","Carrick-on-Suir, Counties Tipperary & Waterford","Number","4"
"Number of New Dwelling Completions","2021","Lanesborough-Ballyleague, Counties Roscommon & Longford","Number","17"
"Number of New Dwelling Completions","2021","Portarlington, Counties Laois & Offaly","Number","35"
"Number of New Dwelling Completions","2021","Roosky, Counties Leitrim & Roscommon","Number","0"
"Number of New Dwelling Completions","2021","O'Briensbridge-Montpelier,Counties Clare & Limerick","Number","1"
"Number of New Dwelling Completions","2021","Holycross, Co Tipperary","Number","0"
"Number of New Dwelling Completions","2021","Graiguenamanagh-Tinnahinch, Counties Kilkenny & Carlow","Number","0"
"Number of New Dwelling Completions","2021","Conga, Counties Galway & Mayo","Number","1"
"Number of New Dwelling Completions","2021","Clonegal, Counties Wexford & Carlow","Number","0"
"Number of New Dwelling Completions","2021","Charlestown-Bellahy, Counties Mayo & Sligo","Number","2"
"Number of New Dwelling Completions","2021","Carrick-On-Shannon, Counties Leitrim & Roscommon","Number","34"
"Number of New Dwelling Completions","2021","Bunclody-Carrickduff, Counties Wexford & Carlow","Number","4"
"Number of New Dwelling Completions","2021","Blessington, Counties Wicklow & Kildare","Number","2"
"Number of New Dwelling Completions","2021","Rathluirc (Charleville), Counties Cork & Limerick","Number","9"
"Number of New Dwelling Completions","2022","Hacketstown, Co Carlow","Number","2"
"Number of New Dwelling Completions","2022","Rathvilly, Co Carlow","Number","1"
"Number of New Dwelling Completions","2022","Borris, Co Carlow","Number","1"
"Number of New Dwelling Completions","2022","Leighlinbridge, Co Carlow","Number","1"
