"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C01921V02511","Type of Construction","UNIT","VALUE"
"BHQ03C2","Total Floor Area for which Permission Granted","20163","2016Q3","11","Dwellings","000 Sq Metres","802"
"BHQ03C2","Total Floor Area for which Permission Granted","20163","2016Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","629"
"BHQ03C2","Total Floor Area for which Permission Granted","20163","2016Q3","2","Extensions","000 Sq Metres","262"
"BHQ03C2","Total Floor Area for which Permission Granted","20163","2016Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20164","2016Q4","-","All types of construction","000 Sq Metres","1325"
"BHQ03C2","Total Floor Area for which Permission Granted","20164","2016Q4","11","Dwellings","000 Sq Metres","684"
"BHQ03C2","Total Floor Area for which Permission Granted","20164","2016Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","450"
"BHQ03C2","Total Floor Area for which Permission Granted","20164","2016Q4","2","Extensions","000 Sq Metres","191"
"BHQ03C2","Total Floor Area for which Permission Granted","20164","2016Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20171","2017Q1","-","All types of construction","000 Sq Metres","1461"
"BHQ03C2","Total Floor Area for which Permission Granted","20171","2017Q1","11","Dwellings","000 Sq Metres","760"
"BHQ03C2","Total Floor Area for which Permission Granted","20171","2017Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","421"
"BHQ03C2","Total Floor Area for which Permission Granted","20171","2017Q1","2","Extensions","000 Sq Metres","279"
"BHQ03C2","Total Floor Area for which Permission Granted","20171","2017Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20172","2017Q2","-","All types of construction","000 Sq Metres","1455"
"BHQ03C2","Total Floor Area for which Permission Granted","20172","2017Q2","11","Dwellings","000 Sq Metres","698"
"BHQ03C2","Total Floor Area for which Permission Granted","20172","2017Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","531"
"BHQ03C2","Total Floor Area for which Permission Granted","20172","2017Q2","2","Extensions","000 Sq Metres","227"
"BHQ03C2","Total Floor Area for which Permission Granted","20172","2017Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20173","2017Q3","-","All types of construction","000 Sq Metres","1510"
"BHQ03C2","Total Floor Area for which Permission Granted","20173","2017Q3","11","Dwellings","000 Sq Metres","761"
"BHQ03C2","Total Floor Area for which Permission Granted","20173","2017Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","447"
"BHQ03C2","Total Floor Area for which Permission Granted","20173","2017Q3","2","Extensions","000 Sq Metres","302"
"BHQ03C2","Total Floor Area for which Permission Granted","20173","2017Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20174","2017Q4","-","All types of construction","000 Sq Metres","1593"
"BHQ03C2","Total Floor Area for which Permission Granted","20174","2017Q4","11","Dwellings","000 Sq Metres","962"
"BHQ03C2","Total Floor Area for which Permission Granted","20174","2017Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","418"
"BHQ03C2","Total Floor Area for which Permission Granted","20174","2017Q4","2","Extensions","000 Sq Metres","213"
"BHQ03C2","Total Floor Area for which Permission Granted","20174","2017Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20181","2018Q1","-","All types of construction","000 Sq Metres","1938"
"BHQ03C2","Total Floor Area for which Permission Granted","20181","2018Q1","11","Dwellings","000 Sq Metres","1146"
"BHQ03C2","Total Floor Area for which Permission Granted","20181","2018Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","571"
"BHQ03C2","Total Floor Area for which Permission Granted","20181","2018Q1","2","Extensions","000 Sq Metres","220"
"BHQ03C2","Total Floor Area for which Permission Granted","20181","2018Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20182","2018Q2","-","All types of construction","000 Sq Metres","1857"
"BHQ03C2","Total Floor Area for which Permission Granted","20182","2018Q2","11","Dwellings","000 Sq Metres","996"
"BHQ03C2","Total Floor Area for which Permission Granted","20182","2018Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","606"
"BHQ03C2","Total Floor Area for which Permission Granted","20182","2018Q2","2","Extensions","000 Sq Metres","255"
"BHQ03C2","Total Floor Area for which Permission Granted","20182","2018Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20183","2018Q3","-","All types of construction","000 Sq Metres","1991"
"BHQ03C2","Total Floor Area for which Permission Granted","20183","2018Q3","11","Dwellings","000 Sq Metres","1083"
"BHQ03C2","Total Floor Area for which Permission Granted","20183","2018Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","648"
"BHQ03C2","Total Floor Area for which Permission Granted","20183","2018Q3","2","Extensions","000 Sq Metres","260"
"BHQ03C2","Total Floor Area for which Permission Granted","20183","2018Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20184","2018Q4","-","All types of construction","000 Sq Metres","1672"
"BHQ03C2","Total Floor Area for which Permission Granted","20184","2018Q4","11","Dwellings","000 Sq Metres","908"
"BHQ03C2","Total Floor Area for which Permission Granted","20184","2018Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","494"
"BHQ03C2","Total Floor Area for which Permission Granted","20184","2018Q4","2","Extensions","000 Sq Metres","270"
"BHQ03C2","Total Floor Area for which Permission Granted","20184","2018Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20191","2019Q1","-","All types of construction","000 Sq Metres","1824"
"BHQ03C2","Total Floor Area for which Permission Granted","20191","2019Q1","11","Dwellings","000 Sq Metres","1014"
"BHQ03C2","Total Floor Area for which Permission Granted","20191","2019Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","606"
"BHQ03C2","Total Floor Area for which Permission Granted","20191","2019Q1","2","Extensions","000 Sq Metres","204"
"BHQ03C2","Total Floor Area for which Permission Granted","20191","2019Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20192","2019Q2","-","All types of construction","000 Sq Metres","2094"
"BHQ03C2","Total Floor Area for which Permission Granted","20192","2019Q2","11","Dwellings","000 Sq Metres","1211"
"BHQ03C2","Total Floor Area for which Permission Granted","20192","2019Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","650"
"BHQ03C2","Total Floor Area for which Permission Granted","20192","2019Q2","2","Extensions","000 Sq Metres","232"
"BHQ03C2","Total Floor Area for which Permission Granted","20192","2019Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20193","2019Q3","-","All types of construction","000 Sq Metres","2272"
"BHQ03C2","Total Floor Area for which Permission Granted","20193","2019Q3","11","Dwellings","000 Sq Metres","1198"
"BHQ03C2","Total Floor Area for which Permission Granted","20193","2019Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","808"
"BHQ03C2","Total Floor Area for which Permission Granted","20193","2019Q3","2","Extensions","000 Sq Metres","266"
"BHQ03C2","Total Floor Area for which Permission Granted","20193","2019Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20194","2019Q4","-","All types of construction","000 Sq Metres","2043"
"BHQ03C2","Total Floor Area for which Permission Granted","20194","2019Q4","11","Dwellings","000 Sq Metres","1321"
"BHQ03C2","Total Floor Area for which Permission Granted","20194","2019Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","500"
"BHQ03C2","Total Floor Area for which Permission Granted","20194","2019Q4","2","Extensions","000 Sq Metres","222"
"BHQ03C2","Total Floor Area for which Permission Granted","20194","2019Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20201","2020Q1","-","All types of construction","000 Sq Metres","2397"
"BHQ03C2","Total Floor Area for which Permission Granted","20201","2020Q1","11","Dwellings","000 Sq Metres","1377"
"BHQ03C2","Total Floor Area for which Permission Granted","20201","2020Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","801"
"BHQ03C2","Total Floor Area for which Permission Granted","20201","2020Q1","2","Extensions","000 Sq Metres","219"
"BHQ03C2","Total Floor Area for which Permission Granted","20201","2020Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20202","2020Q2","-","All types of construction","000 Sq Metres","1173"
"BHQ03C2","Total Floor Area for which Permission Granted","20202","2020Q2","11","Dwellings","000 Sq Metres","751"
"BHQ03C2","Total Floor Area for which Permission Granted","20202","2020Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","323"
"BHQ03C2","Total Floor Area for which Permission Granted","20202","2020Q2","2","Extensions","000 Sq Metres","99"
"BHQ03C2","Total Floor Area for which Permission Granted","20202","2020Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20203","2020Q3","-","All types of construction","000 Sq Metres","2405"
"BHQ03C2","Total Floor Area for which Permission Granted","20203","2020Q3","11","Dwellings","000 Sq Metres","1411"
"BHQ03C2","Total Floor Area for which Permission Granted","20203","2020Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","687"
"BHQ03C2","Total Floor Area for which Permission Granted","20203","2020Q3","2","Extensions","000 Sq Metres","308"
"BHQ03C2","Total Floor Area for which Permission Granted","20203","2020Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20204","2020Q4","-","All types of construction","000 Sq Metres","2058"
"BHQ03C2","Total Floor Area for which Permission Granted","20204","2020Q4","11","Dwellings","000 Sq Metres","1144"
"BHQ03C2","Total Floor Area for which Permission Granted","20204","2020Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","721"
"BHQ03C2","Total Floor Area for which Permission Granted","20204","2020Q4","2","Extensions","000 Sq Metres","193"
"BHQ03C2","Total Floor Area for which Permission Granted","20204","2020Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20211","2021Q1","-","All types of construction","000 Sq Metres","1711"
"BHQ03C2","Total Floor Area for which Permission Granted","20211","2021Q1","11","Dwellings","000 Sq Metres","864"
"BHQ03C2","Total Floor Area for which Permission Granted","20211","2021Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","626"
"BHQ03C2","Total Floor Area for which Permission Granted","20211","2021Q1","2","Extensions","000 Sq Metres","220"
"BHQ03C2","Total Floor Area for which Permission Granted","20211","2021Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20212","2021Q2","-","All types of construction","000 Sq Metres","2215"
"BHQ03C2","Total Floor Area for which Permission Granted","20212","2021Q2","11","Dwellings","000 Sq Metres","1224"
"BHQ03C2","Total Floor Area for which Permission Granted","20212","2021Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","746"
"BHQ03C2","Total Floor Area for which Permission Granted","20212","2021Q2","2","Extensions","000 Sq Metres","245"
"BHQ03C2","Total Floor Area for which Permission Granted","20212","2021Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","20213","2021Q3","-","All types of construction","000 Sq Metres","2416"
"BHQ03C2","Total Floor Area for which Permission Granted","20213","2021Q3","11","Dwellings","000 Sq Metres","1306"
"BHQ03C2","Total Floor Area for which Permission Granted","20213","2021Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","846"
