"STATISTIC","Statistic Label","TLIST(M1)","Month","C01947V02657","Local Authority","C02424V02930","Residential Units Commenced","UNIT","VALUE"
"HSM13","Commencement Notices","201508","2015 August","88","South Dublin Co. Co. (County Council)","03","Number of notices for residential development","Number","7"
"HSM13","Commencement Notices","201508","2015 August","88","South Dublin Co. Co. (County Council)","04","Number of residential units","Number","11"
"HSM13","Commencement Notices","201508","2015 August","88","South Dublin Co. Co. (County Council)","05","Number of one-off residential units","Number","6"
"HSM13","Commencement Notices","201508","2015 August","90","Limerick City and County","03","Number of notices for residential development","Number","8"
"HSM13","Commencement Notices","201508","2015 August","90","Limerick City and County","04","Number of residential units","Number","32"
"HSM13","Commencement Notices","201508","2015 August","90","Limerick City and County","05","Number of one-off residential units","Number","6"
"HSM13","Commencement Notices","201508","2015 August","91","Waterford City and County","03","Number of notices for residential development","Number","6"
"HSM13","Commencement Notices","201508","2015 August","91","Waterford City and County","04","Number of residential units","Number","6"
"HSM13","Commencement Notices","201508","2015 August","91","Waterford City and County","05","Number of one-off residential units","Number","6"
"HSM13","Commencement Notices","201508","2015 August","92","Tipperary County","03","Number of notices for residential development","Number","8"
"HSM13","Commencement Notices","201508","2015 August","92","Tipperary County","04","Number of residential units","Number","8"
"HSM13","Commencement Notices","201508","2015 August","92","Tipperary County","05","Number of one-off residential units","Number","8"
"HSM13","Commencement Notices","201509","2015 September","01","Carlow (County Council)","03","Number of notices for residential development","Number","4"
"HSM13","Commencement Notices","201509","2015 September","01","Carlow (County Council)","04","Number of residential units","Number","4"
"HSM13","Commencement Notices","201509","2015 September","01","Carlow (County Council)","05","Number of one-off residential units","Number","4"
"HSM13","Commencement Notices","201509","2015 September","02","Cavan (County Council)","03","Number of notices for residential development","Number","7"
"HSM13","Commencement Notices","201509","2015 September","02","Cavan (County Council)","04","Number of residential units","Number","7"
"HSM13","Commencement Notices","201509","2015 September","02","Cavan (County Council)","05","Number of one-off residential units","Number","7"
"HSM13","Commencement Notices","201509","2015 September","03","Clare (County Council)","03","Number of notices for residential development","Number","9"
"HSM13","Commencement Notices","201509","2015 September","03","Clare (County Council)","04","Number of residential units","Number","9"
"HSM13","Commencement Notices","201509","2015 September","03","Clare (County Council)","05","Number of one-off residential units","Number","9"
"HSM13","Commencement Notices","201509","2015 September","04","Cork (County Council)","03","Number of notices for residential development","Number","45"
"HSM13","Commencement Notices","201509","2015 September","04","Cork (County Council)","04","Number of residential units","Number","111"
"HSM13","Commencement Notices","201509","2015 September","04","Cork (County Council)","05","Number of one-off residential units","Number","35"
"HSM13","Commencement Notices","201509","2015 September","05","Donegal (County Council)","03","Number of notices for residential development","Number","12"
"HSM13","Commencement Notices","201509","2015 September","05","Donegal (County Council)","04","Number of residential units","Number","12"
"HSM13","Commencement Notices","201509","2015 September","05","Donegal (County Council)","05","Number of one-off residential units","Number","12"
"HSM13","Commencement Notices","201509","2015 September","06","Fingal (County Council)","03","Number of notices for residential development","Number","11"
"HSM13","Commencement Notices","201509","2015 September","06","Fingal (County Council)","04","Number of residential units","Number","106"
"HSM13","Commencement Notices","201509","2015 September","06","Fingal (County Council)","05","Number of one-off residential units","Number","4"
"HSM13","Commencement Notices","201509","2015 September","07","Galway (County Council)","03","Number of notices for residential development","Number","24"
"HSM13","Commencement Notices","201509","2015 September","07","Galway (County Council)","04","Number of residential units","Number","25"
"HSM13","Commencement Notices","201509","2015 September","07","Galway (County Council)","05","Number of one-off residential units","Number","23"
"HSM13","Commencement Notices","201509","2015 September","08","Kerry (County Council)","03","Number of notices for residential development","Number","14"
"HSM13","Commencement Notices","201509","2015 September","08","Kerry (County Council)","04","Number of residential units","Number","21"
"HSM13","Commencement Notices","201509","2015 September","08","Kerry (County Council)","05","Number of one-off residential units","Number","11"
"HSM13","Commencement Notices","201509","2015 September","09","Kildare (County Council)","03","Number of notices for residential development","Number","24"
"HSM13","Commencement Notices","201509","2015 September","09","Kildare (County Council)","04","Number of residential units","Number","38"
"HSM13","Commencement Notices","201509","2015 September","09","Kildare (County Council)","05","Number of one-off residential units","Number","23"
"HSM13","Commencement Notices","201509","2015 September","10","Kilkenny (County Council)","03","Number of notices for residential development","Number","8"
"HSM13","Commencement Notices","201509","2015 September","10","Kilkenny (County Council)","04","Number of residential units","Number","8"
"HSM13","Commencement Notices","201509","2015 September","10","Kilkenny (County Council)","05","Number of one-off residential units","Number","8"
"HSM13","Commencement Notices","201509","2015 September","11","Laois (County Council)","03","Number of notices for residential development","Number","6"
"HSM13","Commencement Notices","201509","2015 September","11","Laois (County Council)","04","Number of residential units","Number","6"
"HSM13","Commencement Notices","201509","2015 September","11","Laois (County Council)","05","Number of one-off residential units","Number","6"
